lambda,risk,distance,field
0.6412707079234993,0.008038708133707067,1.3571919130672776,0.08707694180673509
0.6455609939939745,0.008214170119948315,1.3562182722406286,0.08580572140950457
0.6497883578061503,0.008390784860889565,1.35524216549413,0.08454727624351566
0.6539534927300358,0.008568491158695214,1.3542640318514345,0.08330269847770946
0.6580571331759143,0.008747229585757793,1.3532842919133317,0.08207280891757114
0.6621000436516155,0.008926942211918957,1.3523033495564183,0.08085820951402418
0.6660830099509013,0.009107572381868627,1.351321593346129,0.07965932598571629
0.6700068320713997,0.009289064534503866,1.350339397712403,0.07847644240996682
0.6738723185358821,0.009471364057339282,1.349357123928528,0.07730972928964928
0.6776802818519089,0.009654417170162261,1.3483751209271386,0.07615926632053464
0.6814315348946035,0.00983817083305324,1.3473937259818343,0.07502506085389216
0.6851268880377285,0.010022572674670837,1.3464132652782193,0.07390706286249984
0.6887671468910574,0.010207570937358213,1.3454340543942322,0.0728051770665788
0.6923531105287061,0.010393114436179221,1.3444563987063325,0.07171927275297243
0.6958855701147466,0.010579152529457589,1.3434805937353167,0.07064919172081109
0.6993653078500265,0.010765635098783437,1.3425069254432096,0.06959475470559831
0.7027930961784069,0.010952512536779962,1.3415356704906976,0.06855576656760871
0.7061696972022486,0.011139735741199693,1.3405670964629346,0.06753202047683463
0.7094958622664055,0.011327256114151708,1.3396014620701666,0.06652330128313598
0.7127723316776478,0.011515025565456525,1.3386390173284717,0.06552938822484564
0.715999834532664,0.011702996519288838,1.3376800037249443,0.06455005710032521
0.7191790886328444,0.011891121923406129,1.3367246543708615,0.06358508200360771
0.7223108004681589,0.012079355260376148,1.3357731941456872,0.06263423670629001
0.7253956652557801,0.012267650560313294,1.33482583983423,0.06169729575242605
0.7284343670218129,0.012455962414714767,1.3338828002588057,0.06077403532065386
0.7314275787166938,0.012644245991055741,1.3329442764078716,0.05986423389762045
0.7343759623566193,0.0128324570478593,1.3320104615622983,0.058967672798509896
0.7372801691848078,0.013020551950005151,1.3310815414201767,0.05808413656376977
0.7401408398475918,0.013208487684080788,1.3301576942208513,0.05721341325568176
0.7429586045812916,0.013396221873612533,1.3292390908687013,0.05635529467399447
0.7457340834066035,0.01358371279404187,1.3283258950570438,0.05550957650623954
0.748467886327875,0.013770919387336236,1.3274182633924299,0.054676058425430066
0.7511606135351483,0.013957801276143121,1.3265163455194995,0.053854544145465866
0.7538128556072803,0.014144318777412937,1.3256202842465026,0.05304484144264058
0.7564251937147841,0.014330432915430149,1.3247302156715253,0.05224676215007746
0.7589981998213164,0.014516105434203916,1.3238462693094164,0.05146012213064625
0.7615324368829604,0.014701298809179421,1.3229685682193797,0.05068474123287707
0.7640284590446376,0.014885976258239317,1.3220972291331607,0.04992044323354498
0.7664868118331333,0.015070101751971944,1.321232362583747,0.04916705576991312
0.7689080323463365,0.015253640023189007,1.3203740730344742,0.04842441026406528
0.7712926494384017,0.015436556575680167,1.3195224590084358,0.04769234184130442
0.773641183900613,0.015618817692197024,1.3186776132180684,0.04697068924422468
0.7759541486378011,0.01580039044166195,1.3178396226947986,0.046259294743763196
0.7782320488402158,0.01598124268560084,1.317008568918625,0.04555800404829301
0.7804753821507967,0.0161613430838018,1.3161845279475144,0.04486666621161797
0.7826846388278251,0.016340661099203648,1.3153675705464887,0.044185133540568015
0.7848603019029631,0.016519167002020618,1.314557762316288,0.04351326150275928
0.7870028473347118,0.016696831873111346,1.313755163821495,0.04285090863497508
0.7891127441573386,0.01687362760660179,1.3129598307180088,0.042197936452534314
0.7911904546253357,0.01704952691177312,1.3121718138797673,0.04155420935994129
0.7932364343534882,0.017224503314226924,1.3113911595246146,0.04091959456305079
0.7952511324526349,0.01739853115634112,1.3106179093392232,0.040293961982933245
0.7972349916612141,0.017571585597030915,1.3098521006029769,0.039677184171584515
0.7991884484726938,0.017743642610830217,1.3090937663107374,0.03906913622959141
0.8011119332589857,0.017914678986309267,1.3083429352944094,0.03846969572583691
0.803005870389951,0.018084672323845377,1.3075996323432382,0.03787874261930599
0.8048706783491028,0.018253601032764015,1.3068638783227664,0.03729615918303465
0.8067067698456142,0.01842144432786817,1.306135690292391,0.036721829930228905
0.8085145519227426,0.018588182225374124,1.3054150816214616,0.036155641542567604
0.8102944260627772,0.018753795538272642,1.3047020621038667,0.03559748280069239
0.8120467882886212,0.018918265871134425,1.303996638071061,0.035047244516878996
0.813772029262115,0.019081575614379353,1.3032988125034868,0.03450481946987669
0.8154705343792098,0.019243707938029292,1.3026085851403535,0.03397010234189623
0.8171426838620959,0.01940464678496407,1.301925952587736,0.033442989657721904
0.8187888528483918,0.019564376863700973,1.3012509084249617,0.03292337972591845
0.8204094114774968,0.01972288364071767,1.300583443309258,0.032411172582100196
0.8220047249742082,0.019880153332339046,1.2999235450786328,0.03190626993422674
0.8235751537297025,0.02003617289620815,1.2992711988529706,0.03140857510988689
0.825121053379979,0.020190930022361504,1.298626387133322,0.03091799300553062
0.8266427748818593,0.020344413123929282,1.2979890898993716,0.030434430037606885
0.8281406645866375,0.020496611327480294,1.2973592847050754,0.029957794095563952
0.8296150643114709,0.020647514463032212,1.2967369467724517,0.029487994496667704
0.8310663114086005,0.020797113053746805,1.2961220490835226,0.02902494194259241
0.8324947388324875,0.02094539830533019,1.2955145624703996,0.028568548477737994
0.8339006752049488,0.021092362095157673,1.2949144557035106,0.028118727449227176
0.8352844448783756,0.02123799696114269,1.2943216955779666,0.027675393468535574
0.836646367997111,0.021382296090369065,1.293736246998072,0.027238462374707752
0.8379867605570667,0.02152525330750544,1.2931580730599794,0.0268078511991122
0.8393059344636511,0.02166686306302065,1.2925871351324947,0.026383478131688086
0.8406041975880829,0.021807120421218334,1.2920233929360416,0.025965262488636974
0.8418818538221585,0.021946021048108777,1.291466804619789,0.02555312468151307
0.8431392031315418,0.02208356119913573,1.2909173268369578,0.025146986187665518
0.8443765416076411,0.02221973770677536,1.2903749148183121,0.024746769521987167
0.8455941615181373,0.02235454796802439,1.289839522443852,0.024352398209924502
0.8467923513562224,0.02248798993179377,1.28931110231272,0.023963796761703793
0.8479713958886089,0.02262006208622417,1.288789605811338,0.023580890647729533
0.8491315762023645,0.022750763445938703,1.2882749831797866,0.0232036062751117
0.8502731697506284,0.022880093539248348,1.2877671835764513,0.02283187096527889
0.8513964503972602,0.02300805239532466,1.2872661551409457,0.022465612932635493
0.8525016884604713,0.023134640531354146,1.286771845055338,0.02210476126422161
0.853589150755488,0.023259858939688124,1.2862841996036958,0.021749245900335324
0.8546591006362919,0.02338370907500151,1.2858031642299712,0.021398997616077668
0.855711798036481,0.023506192841473365,1.28532868359425,0.02105394800378165
0.8567474995092954,0.023627312580001544,1.284860701627382,0.020714029456287534
0.8577664582668467,0.02374707105546355,1.2843991615840218,0.02037917515102735
0.8587689242185909,0.023865471444034937,1.2839440060940943,0.020049319034882756
0.8597551440090799,0.02398251732057616,1.2834951772127183,0.019724395809781137
0.8607253610550297,0.024098212646098526,1.2830526164686042,0.019404340918995743
0.8616798155817356,0.024212561755319023,1.2826162649109556,0.019089090534116813
0.8626187446588687,0.02432556934431373,1.282186063154895,0.01877858154266139
0.8635423822356832,0.02443724045827874,1.281761951425443,0.01847275153629051
0.8644509591756634,0.02454758047940715,1.281343869600074,0.018171538799603572
0.8653447032906374,0.02465659511489024,1.2809317572498724,0.01787488229948044
0.8662238393743845,0.024764290385050545,1.2805255536793185,0.017582721674942806
0.8670885892357599,0.024870672611613822,1.280125197964727,0.01729499722750758
0.8679391717313603,0.02497574840612677,1.2797306289913666,0.017011649912005464
0.8687758027977522,0.025079524658526742,1.279341785489283,0.016732621327839363
0.8695986954832852,0.02518200852586936,1.2789586060678557,0.01645785371065785
0.8704080599795062,0.025283207421219304,1.2785810292491104,0.016187289924419927
0.8712041036521976,0.025383129002709483,1.2782089934998173,0.015920873453828227
0.871987031072053,0.025481781162772995,1.2778424372623975,0.015658548397108656
0.8727570440450088,0.025579172017552304,1.2774812989846647,0.015400259459115457
0.8735143416422458,0.02567530989648921,1.2771255171484306,0.015145951944741217
0.8742591202298765,0.0257702033320992,1.276775030296995,0.014895571752612727
0.8749915734983292,0.02586386104993334,1.2764297770615494,0.014649065369053804
0.8757118924914441,0.025956291958730175,1.2760896961865202,0.01440637986229747
0.8764202656352906,0.02604750514076028,1.275754726553873,0.01416746287693047
0.8771168787667183,0.02613750984236542,1.275424807206406,0.013932262628553845
0.8778019151616505,0.02622631546469397,1.275099877370059,0.013700727898644181
0.8784755555631305,0.026313931554634136,1.2747798764752565,0.013472808029600701
0.8791379782091288,0.026400367795946057,1.2744647441773158,0.013248452919964345
0.8797893588601186,0.026485634000593658,1.2741544203759412,0.013027613019795286
0.8804298708264284,0.026569740100276674,1.2738488452338266,0.012810239326196522
0.881059684995377,0.026652696138163443,1.2735479591943948,0.012596283378971247
0.8816789698581972,0.026734512260824187,1.2732517029986916,0.012385697256402926
0.8822878915367545,0.026815198710364908,1.2729600177014606,0.012178433571147156
0.8828866138100657,0.026894765816761135,1.2726728446864213,0.011974445466225269
0.8834752981406212,0.026973223990391273,1.2723901256807713,0.011773686611110064
0.884054103700516,0.02705058371476841,1.2721118027689369,0.011576111197894723
0.8846231873973928,0.027126855539469634,1.2718378184055905,0.011381673937536432
