step,lambda,risk,distance,grad,dlam,w_field,w_target,vmin,vmax,line_max_loading_percent,vm_dev,converged,state
50,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03263047973209836,0.9194670513963209,0.7219174773432511,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
51,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03256969852002159,0.9194670513963209,0.7280626945619143,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
52,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03251026048387496,0.9194670513963209,0.7340721114638089,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
53,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03245213594143402,0.9194670513963209,0.7399487290374077,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
54,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03239529586640809,0.9194670513963209,0.745695481953725,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
55,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03233971187394507,0.9194670513963209,0.751315240031836,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
56,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.032285356206456596,0.9194670513963209,0.7568108096720102,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
57,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.032232201719756444,0.9194670513963209,0.7621849352571732,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
58,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.032180221869505206,0.9194670513963209,0.7674403005234004,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
59,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03212939069795458,0.9194670513963209,0.772579529900123,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
60,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03207968282098454,0.9194670513963209,0.7776051898207189,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
61,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03203107341542702,0.9194670513963209,0.78251979000414,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
62,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03198353820666967,0.9194670513963209,0.7873257847082181,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
63,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03193705345653359,0.9194670513963209,0.7920255739552754,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
64,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031891595951418925,0.9194670513963209,0.7966215047306486,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
65,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03184714299071244,0.9194670513963209,0.8011158721547306,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
66,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03180367237545127,0.9194670513963209,0.805510920629108,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
67,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03176116239723718,0.9194670513963209,0.8098088449573736,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
68,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031719591827395796,0.9194670513963209,0.8140117914411699,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
69,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.0316789399063754,0.9194670513963209,0.8181218589520102,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
70,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03163918633338005,0.9194670513963209,0.8221410999794161,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
71,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031600311256231695,0.9194670513963209,0.8260715216558914,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
72,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03156229526145639,0.9194670513963209,0.8299150867592452,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
73,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03152511936458959,0.9194670513963209,0.8336737146927671,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
74,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03148876500069568,0.9194670513963209,0.8373492824437399,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
75,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03145321401509696,0.9194670513963209,0.840943625520771,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
76,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031418448654307575,0.9194670513963209,0.8444585388704113,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
77,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03138445155716776,0.9194670513963209,0.8478957777735171,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
78,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03135120574617398,0.9194670513963209,0.8512570587218035,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
79,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03131869461900072,0.9194670513963209,0.854544060275028,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
80,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031286901940209604,0.9194670513963209,0.8577584238992321,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
81,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03125581183314169,0.9194670513963209,0.8609017547864564,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
82,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031225408771988986,0.9194670513963209,0.8639756226563449,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
83,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031195677574041174,0.9194670513963209,0.8669815625400316,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
84,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031166603392103625,0.9194670513963209,0.8699210755467072,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
85,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031138171707083013,0.9194670513963209,0.8727956296132432,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
86,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03111036832073675,0.9194670513963209,0.8756066602372525,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
87,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.031083179348582644,0.9194670513963209,0.8783555711939494,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
88,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03105659121296528,0.9194670513963209,0.8810437352371678,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
89,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03103059063627555,0.9194670513963209,0.8836724947848894,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
90,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03100516463432012,0.9194670513963209,0.8862431625896202,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
91,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03098030050983734,0.9194670513963209,0.8887570223939554,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
92,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030955985846156477,0.9194670513963209,0.8912153295716554,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
93,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030932208500997076,0.9194670513963209,0.8936193117545559,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
94,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030908956600405324,0.9194670513963209,0.8959701694456237,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
95,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030886218532824423,0.9194670513963209,0.8982690766184648,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
96,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03086398294329602,0.9194670513963209,0.900517181303585,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
97,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030842238727789725,0.9194670513963209,0.9027156061616944,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
98,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03082097502765801,0.9194670513963209,0.9048654490443422,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
99,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030800181224213546,0.9194670513963209,0.9069677835421637,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
100,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03077984693342651,0.9194670513963209,0.9090236595210103,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
101,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030759962000738925,0.9194670513963209,0.9110341036462333,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
102,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030740516495993728,0.9194670513963209,0.9130001198953803,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
103,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030721500708475794,0.9194670513963209,0.9149226900595631,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
104,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030702905142062607,0.9194670513963209,0.9168027742337448,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
105,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030684720510482075,0.9194670513963209,0.918641311296194,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
106,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030666937732675148,0.9194670513963209,0.9204392193773416,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
107,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030649547928260912,0.9194670513963209,0.9221973963182785,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
108,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03063254241310187,0.9194670513963209,0.9239167201191197,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
109,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030615912694967287,0.9194670513963209,0.9255980493774618,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
110,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.0305996504692923,0.9194670513963209,0.9272422237171491,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
111,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03058374761503079,0.9194670513963209,0.9288500642075668,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
112,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030568196190599903,0.9194670513963209,0.9304223737736668,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
113,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030552988429914125,0.9194670513963209,0.9319599375969335,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
114,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.0305381167385071,0.9194670513963209,0.9334635235074884,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
115,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030523573689739077,0.9194670513963209,0.9349338823675295,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
116,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030509352021088176,0.9194670513963209,0.9363717484462984,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
117,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030495444630523637,0.9194670513963209,0.9377778397867595,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
118,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030481844572959202,0.9194670513963209,0.9391528585641776,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
119,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030468545056784854,0.9194670513963209,0.9404974914367706,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
120,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03045553944047525,0.9194670513963209,0.9418124098886136,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
121,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030442821229273023,0.9194670513963209,0.9430982705649653,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
122,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030430384071945468,0.9194670513963209,0.9443557156001843,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
123,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030418221757612825,0.9194670513963209,0.9455853729383982,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
124,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030406328212646706,0.9194670513963209,0.9467878566470881,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
125,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030394697497637027,0.9194670513963209,0.9479637672237405,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
126,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030383323804425988,0.9194670513963209,0.9491136918957263,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
127,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03037220145320758,0.9194670513963209,0.9502382049135493,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
128,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030361324889691205,0.9194670513963209,0.951337867837617,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
129,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030350688682327966,0.9194670513963209,0.9524132298186727,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
130,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03034028751959826,0.9194670513963209,0.9534648278720312,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
131,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.0303301162073593,0.9194670513963209,0.9544931871457538,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
132,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030320169666251267,0.9194670513963209,0.9554988211828974,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
133,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030310442929160755,0.9194670513963209,0.9564822321779682,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
134,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030300931138740314,0.9194670513963209,0.9574439112277078,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
135,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030291629544982768,0.9194670513963209,0.958384338576338,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
136,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03028253350284916,0.9194670513963209,0.9593039838553848,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
137,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03027363846994909,0.9194670513963209,0.9602033063182049,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
138,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030264940004272364,0.9194670513963209,0.9610827550693265,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
139,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030256433761970705,0.9194670513963209,0.9619427692887246,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
