time,voltage
27.1226,1.002405
27.2227,0.995816
27.3228,0.997052
27.4229,1.00096
27.5229,1.00301
27.623,1.000006
27.7231,1.005629
27.8232,1.000875
27.9233,0.997073
28.0234,0.998362
28.1234,1.003683
28.2235,0.995612
28.3236,0.999002
28.4237,0.998347
28.5238,1.00158
28.6239,1.000809
28.7239,0.997015
28.824,1.002008
28.9241,1.0042
29.0242,0.998156
29.1243,0.999997
29.2244,0.999903
29.3244,1.003675
29.4245,1.00032
29.5246,0.999834
29.6247,0.994307
29.7248,1.00273
29.8249,1.000656
29.9249,0.997933
30.025,1.000874
30.1251,1.001307
30.2252,1.001307
30.3253,0.995958
30.4254,0.996602
30.5254,0.995542
30.6255,0.998595
30.7256,1.000632
30.8257,1.001803
30.9258,1.000366
31.0259,1.000719
31.1259,1.003906
31.226,0.999059
31.3261,1.001796
31.4262,0.998239
31.5263,0.996427
31.6264,0.99835
31.7264,1.002399
31.8265,1.002527
31.9266,0.994378
32.0267,0.998335
32.1268,1.000073
32.2269,1.002366
32.3269,1.000084
32.427,0.999657
32.5271,1.00148
32.6272,1.000926
32.7273,0.997346
32.8274,0.999775
32.9274,0.996936
33.0275,1.000097
33.1276,1.0041
33.2277,0.995484
33.3278,1.002181
33.4279,1.000761
33.5279,1.000363
33.628,0.999367
33.7281,0.998125
33.8282,1.001215
33.9283,0.999722
34.0284,0.999845
34.1284,0.997316
34.2285,0.998619
34.3286,0.9993
34.4287,0.995015
34.5288,1.005036
34.6289,1.001227
34.7289,1.001432
34.829,1.001649
34.9291,0.99709
35.0292,0.998204
35.1293,0.997177
35.2294,1.000688
35.3294,1.000679
35.4295,0.999211
35.5296,0.998814
35.6297,1.00159
35.7298,0.995503
35.8299,1.002254
35.9299,0.999909
36.03,0.999885
36.1301,0.997354
36.2302,1.002009
36.3303,1.000182
36.4304,1.003007
36.5304,1.00075
36.6305,1.002513
36.7306,1.00331
36.8307,1.000189
36.9308,0.998693
37.0309,0.999611
37.1309,0.999897
37.231,0.998995
37.3311,0.996151
37.4312,0.997451
37.5313,1.000731
37.6314,0.998396
37.7314,1.000169
37.8315,0.998922
37.9316,1.002417
38.0317,1.000323
38.1318,0.999656
38.2319,0.996997
38.3319,0.998809
38.432,1.003345
38.5321,0.998221
38.6322,0.997919
38.7323,0.999163
38.8324,1.001719
38.9324,0.998816
39.0325,0.997689
39.1326,1.00079
39.2327,1.002073
39.3328,1.00149
39.4329,1.001226
39.5329,0.998704
39.633,0.999273
39.7331,1.000403
39.8332,1.000167
39.9333,0.996106
40.0334,0.998272
40.1334,1.001383
40.2335,1.002098
40.3336,0.9997
40.4337,0.997735
40.5338,0.998136
40.6339,0.997976
40.7339,0.999663
40.834,0.997005
40.9341,0.99824
41.0342,0.996507
41.1343,0.997935
41.2344,1.001082
41.3344,1.000724
41.4345,0.999984
41.5346,0.997364
41.6347,1.002921
41.7348,0.999158
41.8349,0.996728
41.9349,0.997567
42.035,0.998521
42.1351,1.004043
42.2352,1.00215
42.3353,0.9998
42.4354,0.999346
42.5354,0.998536
42.6355,0.999361
42.7356,0.998557
42.8357,0.999993
42.9358,0.99918
43.0359,0.998687
43.1359,1.002817
43.236,1.002059
43.3361,1.000469
43.4362,1.003126
43.5363,1.000594
43.6364,1.00151
43.7364,0.99901
43.8365,1.004107
43.9366,0.999221
44.0367,0.999151
44.1368,1.002924
44.2369,0.999761
44.3369,0.997441
44.437,1.00081
44.5371,0.999426
44.6372,0.996544
44.7373,0.999929
44.8374,0.997268
44.9374,1.000849
45.0375,1.002879
45.1376,1.002734
45.2377,0.998477
45.3378,0.999736
45.4379,0.998066
45.5379,0.997897
45.638,0.998311
45.7381,0.998765
45.8382,0.999366
45.9383,1.001424
46.0384,0.999498
46.1384,1.003399
46.2385,0.993829
46.3386,0.999973
46.4387,0.998051
46.5388,1.000718
46.6389,0.999934
46.7389,0.997291
46.839,0.9988
46.9391,0.99991
47.0392,0.997113
47.1393,0.997201
47.2394,1.003765
47.3394,0.995465
47.4395,0.997592
47.5396,0.998374
47.6397,0.998082
47.7398,1.00099
47.8399,0.999431
47.9399,0.99635
48.04,0.995557
48.1401,0.999056
48.2402,1.001307
48.3403,1.000163
48.4404,1.000837
48.5405,0.9995
48.6405,0.999899
48.7406,1.00119
48.8407,0.99748
48.9408,1.001446
49.0409,0.99845
49.141,0.996969
49.241,0.996931
49.3411,0.998923
49.4412,0.99625
49.5413,0.999549
49.6414,0.999444
49.7415,0.997539
49.8415,0.997861
49.9416,1.00083
50.0417,1.002029
50.1418,1.002801
50.2419,0.998841
50.342,0.99689
50.442,0.99976
50.5421,1.001056
50.6422,0.997673
50.7423,1.001534
50.8424,0.995615
50.9425,0.999588
51.0425,0.998929
51.1426,0.997251
51.2427,0.996125
51.3428,0.997474
51.4429,0.99487
51.543,0.997917
51.643,0.999227
51.7431,0.999049
51.8432,0.998913
51.9433,0.994252
52.0434,1.000245
52.1435,0.998493
52.2435,0.998656
52.3436,0.993864
52.4437,1.001226
52.5438,0.999633
52.6439,0.996403
52.744,0.999458
52.844,0.994443
52.9441,0.996341
53.0442,0.998298
53.1443,0.997313
53.2444,0.998976
53.3445,1.000845
53.4445,0.999472
53.5446,0.994734
53.6447,0.999552
53.7448,0.998055
53.8449,0.996486
53.945,0.994322
54.045,1.001278
54.1451,0.998164
54.2452,0.996638
54.3453,0.995407
54.4454,0.993337
54.5455,0.993222
54.6455,0.995883
54.7456,0.996773
54.8457,0.997905
54.9458,0.996368
55.0459,0.997761
55.146,0.990564
55.246,0.999258
55.3461,0.993907
55.4462,0.995298
55.5463,0.995097
55.6464,0.997667
55.7465,0.996173
55.8465,0.993684
55.9466,0.99542
56.0467,0.993188
56.1468,0.992154
56.2469,0.995312
56.347,0.993614
56.447,0.996146
56.5471,0.992892
56.6472,0.992409
56.7473,0.991155
56.8474,0.993451
56.9475,0.993345
57.0475,0.995648
57.1476,0.9923
57.2477,0.993805
57.3478,0.993124
57.4479,0.990297
57.548,0.992579
57.648,0.993394
57.7481,0.990481
57.8482,0.99175
57.9483,0.988373
58.0484,0.990518
58.1485,0.988157
58.2485,0.990606
58.3486,0.99162
58.4487,0.991267
58.5488,0.990266
58.6489,0.988681
58.749,0.989464
58.849,0.992086
58.9491,0.990582
59.0492,0.988341
59.1493,0.98623
59.2494,0.984558
59.3495,0.981265
59.4495,0.986529
59.5496,0.986284
59.6497,0.985085
59.7498,0.982737
59.8499,0.98554
59.95,0.980077
60.05,0.986587
60.1501,0.983463
60.2502,0.98452
60.3503,0.981999
60.4504,0.980804
60.5505,0.984342
60.6505,0.983667
60.7506,0.97894
60.8507,0.978206
60.9508,0.978843
61.0509,0.980749
61.151,0.977154
61.251,0.97907
61.3511,0.980102
61.4512,0.974862
61.5513,0.978736
61.6514,0.973902
61.7515,0.975485
61.8515,0.973723
61.9516,0.978836
62.0517,0.973271
62.1518,0.973605
62.2519,0.970299
62.352,0.973343
62.452,0.970476
62.5521,0.967462
62.6522,0.968498
62.7523,0.969411
62.8524,0.964906
62.9525,0.970225
63.0525,0.969211
63.1526,0.96278
63.2527,0.966917
63.3528,0.965823
63.4529,0.96273
63.553,0.964703
63.653,0.964645
63.7531,0.96149
63.8532,0.955976
63.9533,0.955534
64.0534,0.958341
64.1535,0.959881
64.2535,0.954123
64.3536,0.95759
64.4537,0.952168
64.5538,0.951396
64.6539,0.947434
64.754,0.949757
64.854,0.951297
64.9541,0.949385
65.0542,0.948668
65.1543,0.948135
65.2544,0.945616
65.3545,0.938301
65.4545,0.942383
65.5546,0.938919
65.6547,0.938572
65.7548,0.937806
65.8549,0.933233
65.955,0.932372
66.055,0.933061
66.1551,0.935129
66.2552,0.931194
66.3553,0.922976
66.4554,0.926648
66.5555,0.925015
66.6555,0.921883
66.7556,0.916097
66.8557,0.921581
66.9558,0.918811
67.0559,0.914621
67.156,0.915154
67.256,0.910845
67.3561,0.909666
67.4562,0.906564
67.5563,0.90561
67.6564,0.901903
67.7565,0.899705
67.8565,0.893768
67.9566,0.893644
68.0567,0.891962
68.1568,0.895295
68.2569,0.88381
68.357,0.884974
68.457,0.88269
68.5571,0.880581
68.6572,0.877464
68.7573,0.876252
68.8574,0.875612
68.9575,0.870506
69.0575,0.871205
69.1576,0.866421
69.2577,0.860417
69.3578,0.860115
69.4579,0.858122
69.558,0.85179
69.658,0.850599
69.7581,0.84771
69.8582,0.844627
69.9583,0.841625
70.0584,0.834799
70.1585,0.833758
70.2585,0.83198
70.3586,0.82754
70.4587,0.819134
70.5588,0.817235
70.6589,0.818269
70.759,0.812868
70.859,0.80904
70.9591,0.804975
71.0592,0.803763
71.1593,0.796623
71.2594,0.792032
71.3595,0.791266
71.4595,0.786257
71.5596,0.784116
71.6597,0.781586
71.7598,0.776641
71.8599,0.773086
71.96,0.766168
72.0601,0.764139
72.1601,0.759068
72.2602,0.750609
72.3603,0.748415
72.4604,0.743891
72.5605,0.736465
72.6606,0.730204
72.7606,0.729444
72.8607,0.722193
72.9608,0.716883
73.0609,0.713597
73.161,0.71385
73.2611,0.704542
73.3611,0.696776
73.4612,0.694207
73.5613,0.69096
73.6614,0.686765
73.7615,0.682462
73.8616,0.673825
73.9616,0.670821
74.0617,0.663583
74.1618,0.657235
74.2619,0.655543
74.362,0.645678
74.4621,0.640864
74.5621,0.638152
74.6622,0.633154
74.7623,0.629443
74.8624,0.622274
74.9625,0.615591
75.0626,0.614457
75.1626,0.603978
75.2627,0.604057
75.3628,0.594923
75.4629,0.588093
75.563,0.584585
75.6631,0.579637
75.7631,0.572371
75.8632,0.566865
75.9633,0.563656
76.0634,0.559481
76.1635,0.549881
76.2636,0.543099
76.3636,0.539032
76.4637,0.530577
76.5638,0.528391
76.6639,0.524333
76.764,0.517399
76.8641,0.513109
76.9641,0.50666
77.0642,0.505726
77.1643,0.497155
77.2644,0.490666
77.3645,0.487902
77.4646,0.483428
77.5646,0.472956
77.6647,0.468253
77.7648,0.462255
77.8649,0.46123
77.965,0.45332
78.0651,0.448125
78.1651,0.442475
78.2652,0.440202
78.3653,0.431228
78.4654,0.426798
78.5655,0.421266
78.6656,0.418703
78.7656,0.414104
78.8657,0.408624
78.9658,0.401044
79.0659,0.397209
79.166,0.394441
79.2661,0.387982
79.3661,0.384424
79.4662,0.380075
79.5663,0.376865
79.6664,0.367546
79.7665,0.367353
79.8666,0.360713
79.9666,0.358291
80.0667,0.35113
80.1668,0.350439
80.2669,0.34598
80.367,0.340338
80.4671,0.337247
80.5671,0.335993
80.6672,0.328737
80.7673,0.324188
80.8674,0.325362
80.9675,0.316733
81.0676,0.316293
81.1676,0.309872
81.2677,0.303824
81.3678,0.303753
81.4679,0.29948
81.568,0.297647
81.6681,0.291153
81.7681,0.286973
81.8682,0.285245
81.9683,0.28177
82.0684,0.279203
82.1685,0.276512
82.2686,0.268938
82.3686,0.268862
82.4687,0.26478
82.5688,0.262943
82.6689,0.257008
82.769,0.253704
82.8691,0.251839
82.9691,0.249296
83.0692,0.249263
83.1693,0.245574
83.2694,0.24195
83.3695,0.239617
83.4696,0.237992
83.5696,0.23509
83.6697,0.233617
83.7698,0.229511
83.8699,0.226972
83.97,0.226527
84.0701,0.225215
84.1701,0.221966
84.2702,0.222249
84.3703,0.217032
84.4704,0.21354
84.5705,0.212221
84.6706,0.211066
84.7706,0.20945
84.8707,0.2065
84.9708,0.205237
85.0709,0.203612
85.171,0.202154
85.2711,0.197355
85.3711,0.196613
85.4712,0.197099
85.5713,0.195178
85.6714,0.194447
85.7715,0.190559
85.8716,0.186819
85.9716,0.189257
86.0717,0.181551
86.1718,0.18359
86.2719,0.180163
86.372,0.180189
86.4721,0.183126
86.5721,0.175677
86.6722,0.175682
86.7723,0.175118
86.8724,0.17367
86.9725,0.173385
87.0726,0.174192
87.1726,0.168283
87.2727,0.170285
87.3728,0.170161
87.4729,0.168717
87.573,0.169593
87.6731,0.167775
87.7731,0.165587
87.8732,0.166398
87.9733,0.159114
88.0734,0.161037
88.1735,0.160457
88.2736,0.158137
88.3736,0.159077
88.4737,0.156163
88.5738,0.156403
88.6739,0.158155
88.774,0.156603
88.8741,0.150818
88.9741,0.150144
89.0742,0.154117
89.1743,0.151823
89.2744,0.149515
89.3745,0.148513
89.4746,0.14825
89.5746,0.147129
89.6747,0.149534
89.7748,0.146925
89.8749,0.146148
89.975,0.143574
90.0751,0.147228
90.1751,0.147188
90.2752,0.144602
90.3753,0.141534
90.4754,0.141303
90.5755,0.141265
90.6756,0.145139
90.7756,0.137696
90.8757,0.141776
90.9758,0.139185
91.0759,0.138632
91.176,0.138588
91.2761,0.139684
91.3761,0.136686
91.4762,0.135683
91.5763,0.138839
91.6764,0.135376
91.7765,0.140915
91.8766,0.135511
91.9766,0.136019
92.0767,0.135368
92.1768,0.135613
92.2769,0.133452
92.377,0.136109
92.4771,0.134481
92.5771,0.135948
92.6772,0.131757
92.7773,0.133436
92.8774,0.132652
92.9775,0.13329
93.0776,0.129555
93.1776,0.13186
93.2777,0.13231
93.3778,0.133899
93.4779,0.12983
93.578,0.130129
93.6781,0.127909
93.7781,0.129459
93.8782,0.130348
93.9783,0.131819
94.0784,0.128875
94.1785,0.129087
94.2786,0.127227
94.3786,0.128335
94.4787,0.127807
94.5788,0.127472
94.6789,0.13178
94.779,0.123461
94.8791,0.128023
94.9791,0.129871
95.0792,0.128911
95.1793,0.124232
95.2794,0.127138
95.3795,0.126348
95.4796,0.126536
95.5796,0.126817
95.6797,0.127163
95.7798,0.128108
95.8799,0.125288
95.98,0.124695
96.0801,0.123781
96.1802,0.123456
96.2802,0.127057
96.3803,0.124908
96.4804,0.124011
96.5805,0.12685
96.6806,0.125601
96.7807,0.127957
96.8807,0.125943
96.9808,0.122493
97.0809,0.123878
97.181,0.126721
97.2811,0.125623
97.3812,0.124919
97.4812,0.121916
97.5813,0.124013
97.6814,0.126852
97.7815,0.126767
97.8816,0.125165
97.9817,0.123492
98.0817,0.123679
98.1818,0.122145
98.2819,0.124705
98.382,0.124588
98.4821,0.123935
98.5822,0.121122
98.6822,0.126928
98.7823,0.123812
98.8824,0.128358
98.9825,0.122539
99.0826,0.125082
99.1827,0.124111
99.2827,0.127447
99.3828,0.122373
99.4829,0.120031
99.583,0.122559
99.6831,0.127716
99.7832,0.121865
99.8832,0.123594
99.9833,0.123766
100.0834,0.117394
100.1835,0.12192
100.2836,0.120621
100.3837,0.12018
100.4837,0.124448
100.5838,0.120999
100.6839,0.11799
100.784,0.120304
100.8841,0.12098
100.9842,0.123085
101.0842,0.122681
101.1843,0.122077
101.2844,0.119982
101.3845,0.120454
101.4846,0.123605
101.5847,0.120746
101.6847,0.121977
101.7848,0.117667
101.8849,0.120488
101.985,0.12193
102.0851,0.122634
102.1852,0.123995
102.2852,0.119862
102.3853,0.124915
102.4854,0.121578
102.5855,0.120835
102.6856,0.119618
102.7857,0.119652
102.8857,0.12191
102.9858,0.121116
103.0859,0.11787
103.186,0.11933
103.2861,0.123503
103.3862,0.118764
103.4862,0.123776
103.5863,0.122768
103.6864,0.123012
103.7865,0.121034
103.8866,0.122324
103.9867,0.119938
104.0867,0.120243
104.1868,0.117367
104.2869,0.122979
104.387,0.119022
104.4871,0.122637
104.5872,0.121999
104.6872,0.121399
104.7873,0.119138
104.8874,0.119196
104.9875,0.122829
105.0876,0.121167
105.1877,0.122059
105.2877,0.120416
105.3878,0.121487
105.4879,0.119582
105.588,0.122585
105.6881,0.119837
105.7882,0.119107
105.8882,0.119234
105.9883,0.118185
106.0884,0.117997
106.1885,0.123593
106.2886,0.118874
106.3887,0.117248
106.4887,0.121217
106.5888,0.121433
106.6889,0.121511
106.789,0.120714
106.8891,0.119885
106.9892,0.11658
107.0892,0.122343
107.1893,0.12466
107.2894,0.121052
107.3895,0.120353
107.4896,0.122629
107.5897,0.120088
107.6897,0.118971
107.7898,0.12096
107.8899,0.121713
107.99,0.120855
108.0901,0.119731
108.1902,0.122183
108.2902,0.118198
108.3903,0.118035
108.4904,0.124609
108.5905,0.12063
108.6906,0.121646
108.7907,0.121976
108.8907,0.124176
108.9908,0.12458
109.0909,0.120191
109.191,0.119849
109.2911,0.119097
109.3912,0.120489
109.4912,0.122422
109.5913,0.119703
109.6914,0.121551
109.7915,0.120147
109.8916,0.120934
109.9917,0.11967
110.0917,0.120716
110.1918,0.121346
110.2919,0.121152
110.392,0.116683
110.4921,0.116115
110.5922,0.11769
110.6922,0.122281
110.7923,0.119831
110.8924,0.122835
110.9925,0.120196
111.0926,0.119362
111.1927,0.123039
111.2927,0.121691
111.3928,0.124021
111.4929,0.118975
111.593,0.123401
111.6931,0.119719
111.7932,0.118661
111.8932,0.119691
111.9933,0.117538
112.0934,0.119176
112.1935,0.116685
112.2936,0.117036
112.3937,0.117264
112.4937,0.118588
112.5938,0.120446
112.6939,0.121428
112.794,0.118285
112.8941,0.117709
112.9942,0.116117
113.0942,0.123058
113.1943,0.122171
113.2944,0.121811
113.3945,0.118591
113.4946,0.117605
113.5947,0.121604
113.6947,0.12233
113.7948,0.119918
113.8949,0.117953
113.995,0.121791
114.0951,0.120429
114.1952,0.120582
114.2952,0.119877
114.3953,0.122197
114.4954,0.123862
114.5955,0.118195
114.6956,0.119056
114.7957,0.123174
114.8957,0.116917
114.9958,0.121648
115.0959,0.118675
115.196,0.123712
115.2961,0.117458
115.3962,0.119583
115.4962,0.115958
115.5963,0.119554
115.6964,0.120995
115.7965,0.119409
115.8966,0.11963
115.9967,0.11835
116.0967,0.115342
116.1968,0.11619
116.2969,0.121036
116.397,0.122241
116.4971,0.121993
116.5972,0.120989
116.6972,0.121598
116.7973,0.121094
116.8974,0.120531
116.9975,0.121081
117.0976,0.120909
117.1977,0.121688
117.2977,0.122128
117.3978,0.118095
117.4979,0.116574
117.598,0.126903
117.6981,0.117258
117.7982,0.119479
117.8982,0.120479
117.9983,0.118069
118.0984,0.117897
118.1985,0.119548
118.2986,0.117832
118.3987,0.121998
118.4987,0.123947
118.5988,0.114323
118.6989,0.117276
118.799,0.118613
118.8991,0.122202
118.9992,0.120147
119.0992,0.116458
119.1993,0.117123
119.2994,0.124042
119.3995,0.119293
119.4996,0.116824
119.5997,0.119178
119.6997,0.120835
119.7998,0.119361
119.8999,0.12044
120.0,0.123117
